,['prognosis']_Chikungunya,['prognosis']_Dengue,['prognosis']_Japanese_encephalitis,['prognosis']_Lyme_disease,['prognosis']_Malaria,['prognosis']_Plague,['prognosis']_Rift_Valley_fever,['prognosis']_Tungiasis,['prognosis']_West_Nile_fever,['prognosis']_Yellow_Fever,['prognosis']_Zika
0,0.0,1.0,3.397282455352979e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1,0.0,1.0,1.2401191185062999e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2,0.0,1.0,1.438849039914203e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
3,0.0,1.0,1.0249578963339445e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4,0.0,1.0,3.752553823233029e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
5,0.0,1.0,1.2183587472236468e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
6,0.0,1.0,2.667421838964401e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
7,0.0,1.0,1.4761525335416081e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
8,0.0,1.0,7.907008381380365e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
9,0.0,1.0,4.0167869030938164e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
10,0.0,1.0,1.482813871689359e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
11,0.0,1.0,6.787903572558207e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
12,0.0,1.0,2.4447111002245947e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
13,0.0,1.0,9.019451852054772e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
14,0.0,1.0,7.456257833382551e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
15,0.0,1.0,8.415490526658687e-14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
16,0.0,1.0,6.323830348264892e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
17,0.0,1.0,3.269828852126011e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
18,0.0,1.0,2.632560835991171e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
19,0.0,1.0,2.0738966099997924e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
20,0.0,1.0,7.394085344003543e-14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
21,0.0,1.0,2.1893598045608087e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
22,0.0,1.0,1.0760281554667017e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
23,0.0,1.0,1.7924772777178077e-11,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
24,0.0,1.0,9.103828801926284e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
25,0.0,1.0,1.673106098110111e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
26,0.0,1.0,2.4369395390522186e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
27,0.0,1.0,2.9265478929119126e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
28,0.0,1.0,5.5067062021407764e-14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
29,0.0,1.0,3.930633596382904e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
30,0.0,1.0,1.5365486660812167e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
31,0.0,1.0,4.539701947692265e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
32,0.0,1.0,3.940114901013203e-11,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
33,0.0,1.0,3.588240815588506e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
34,0.0,1.0,1.070921129553426e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
35,0.0,1.0,1.509903313490213e-14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
36,0.0,1.0,2.0672352718520415e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
37,0.0,1.0,8.43769498715119e-15,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
38,0.0,1.0,1.98507876802978e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
39,0.0,1.0,3.5060843117662444e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
40,0.0,1.0,1.2034817586936697e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
41,0.0,1.0,4.0101255649460654e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
42,0.0,1.0,5.551115123125783e-14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
43,0.0,1.0,2.489120021209601e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
44,0.0,1.0,3.5993430458347575e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
45,0.0,1.0,1.1586287484988134e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
46,0.0,1.0,7.716050021144838e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
47,0.0,1.0,1.1874945471390674e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
48,0.0,1.0,1.1435297153639112e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
49,0.0,1.0,6.958877918350481e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
50,0.0,1.0,7.098766019453251e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
51,0.0,1.0,1.043165553937797e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
52,0.0,1.0,3.0464519795714295e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
53,0.0,1.0,2.6645352591003757e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
54,0.0,1.0,2.2493118478905672e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
55,0.0,1.0,1.3231638007482616e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
56,0.0,1.0,9.769962616701378e-14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
57,0.0,1.0,5.850875339774575e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
58,0.0,1.0,1.5218937221561646e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
59,0.0,1.0,1.3844481117075702e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
60,0.0,1.0,3.7836400679225335e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
61,0.0,1.0,2.120525977034049e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
62,0.0,1.0,8.01581023779363e-14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
63,0.0,1.0,1.1546319456101628e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
64,0.0,1.0,2.6492141813605485e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
65,0.0,1.0,6.661338147750939e-15,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
66,0.0,1.0,3.108624468950438e-14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
67,0.0,1.0,4.440892098500626e-15,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
68,0.0,1.0,5.329070518200751e-15,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
69,0.0,1.0,1.4668266601347568e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
70,0.0,1.0,5.217160037318536e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
71,0.0,1.0,3.743672039036028e-13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
72,0.0,1.0,5.388356427715735e-12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
73,0.0,1.0,2.886579864025407e-14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
