,['prognosis']_Chikungunya,['prognosis']_Dengue,['prognosis']_Japanese_encephalitis,['prognosis']_Lyme_disease,['prognosis']_Malaria,['prognosis']_Plague,['prognosis']_Rift_Valley_fever,['prognosis']_Tungiasis,['prognosis']_West_Nile_fever,['prognosis']_Yellow_Fever,['prognosis']_Zika
0,1.0,2.210236285265476e-132,1.0,1.0,1.0,1.3917382033812168e-145,1.0,2.5195066188418736e-37,7.808332259802269e-90,1.0,0.9999999999995333
1,1.0,2.907466713540585e-132,1.0,1.0,1.0,6.458169318901747e-145,1.0,1.5213433315356578e-37,6.933349249801888e-90,1.0,0.9999999999995677
2,1.0,1.1152763639846345e-134,1.0,1.0,1.0,6.3905936998943694e-145,1.0,3.2767862802602814e-38,4.182452414821368e-90,1.0,0.9999999999992293
3,1.0,9.546790653969106e-134,1.0,1.0,1.0,5.963283813116312e-146,1.0,1.985287802325931e-37,9.840494929305369e-90,1.0,0.9999999999997393
4,1.0,2.1649277045772233e-134,1.0,1.0,1.0,1.5570581511973147e-144,1.0,1.0592652930130456e-37,1.110017170406407e-90,1.0,0.999999999999883
5,1.0,1.5783309436696096e-133,1.0,1.0,1.0,4.913138214110797e-145,1.0,4.987631370250468e-39,2.695276504949178e-91,1.0,0.9999999999999325
6,1.0,4.610983351387153e-135,1.0,1.0,1.0,8.92275500285331e-145,1.0,1.6115530596676507e-38,2.3621547249261094e-91,1.0,0.9999999999969411
7,1.0,3.472135654037546e-132,1.0,1.0,1.0,2.568120089849762e-145,1.0,4.4000762491219396e-38,9.194039259178399e-92,1.0,0.9999999999999416
8,1.0,1.6516006150679668e-134,1.0,1.0,1.0,2.182758141205023e-145,1.0,3.5826115664322237e-38,1.2063248703980459e-91,1.0,0.9999999999999942
9,1.0,2.349108308976964e-134,1.0,1.0,1.0,4.91101828326327e-146,1.0,8.068572182199308e-39,1.021981693048717e-91,1.0,0.9999999999999911
10,1.0,2.7812351262383106e-134,1.0,1.0,1.0,2.763944694468722e-146,1.0,1.8698151286902694e-38,5.379966647421946e-92,1.0,0.9999999999999685
11,1.0,6.878338835196941e-135,1.0,1.0,1.0,1.34315797783597e-147,1.0,1.6297907697705619e-37,5.8142194430185345e-92,1.0,0.9999999999991338
12,1.0,6.7094010318394e-136,1.0,1.0,1.0,7.539145142432292e-147,1.0,2.1151480388365764e-38,3.7635308761503673e-91,1.0,0.9999999999998561
13,1.0,3.1611616365115613e-134,1.0,1.0,1.0,9.713237543177163e-148,1.0,3.225760635058294e-38,4.481967021054071e-92,1.0,0.9999999999998759
14,1.0,6.931689023169468e-136,1.0,1.0,1.0,2.6824279297932124e-146,1.0,1.8078685734709022e-38,6.339296649341187e-92,1.0,0.9999999999999243
15,1.0,2.0989669185422424e-136,1.0,1.0,1.0,4.6503041404255587e-147,1.0,1.497703488766971e-37,2.544026318333561e-92,1.0,0.9999999999999365
16,1.0,2.6275287324343455e-136,1.0,1.0,1.0,1.8046581755078657e-147,1.0,6.421733177179002e-40,1.5187238512549692e-91,1.0,0.9999999999999696
17,1.0,2.806182862625919e-135,1.0,1.0,1.0,2.622096737733157e-148,1.0,4.765602418297625e-37,4.868681938002324e-92,1.0,0.999999999999845
18,1.0,5.441202860591203e-135,1.0,1.0,1.0,2.4971781865242388e-148,1.0,1.1338817917007303e-38,3.406997495412016e-92,1.0,0.9999999999996534
19,1.0,4.0363637345023873e-137,1.0,1.0,1.0,1.9500186886025904e-147,1.0,3.7784754874744644e-38,5.556456462076213e-92,1.0,0.9999999999999776
